Age,Education,Marital_Status,Income,Kidhome,Teenhome,AmntWines,AmntFruits,AmntMeatProducts,AmntFishProducts,AmntSweetProducts,AmntGoldProds,Country,Income_groups,age_range,AmntAll,ClusterId
65,Graduation,Married,15759,0,0,1,2,5,6,0,3,RUS,0-20k,55-65,17,0
45,2n Cycle,Together,26326,0,0,1,0,5,0,3,9,DEU,20k-40k,35-45,18,0
45,Graduation,Together,62061,0,1,641,7,84,0,30,38,RUS,60k-80k,35-45,800,3
45,Graduation,Married,5305,0,1,12,4,7,1,3,5,IND,0-20k,35-45,32,0
39,Master,Single,75777,0,0,712,26,538,69,13,80,AUS,60k-80k,35-45,1438,2
39,Master,Single,75777,0,0,712,26,538,69,13,80,IND,60k-80k,35-45,1438,2
50,Master,Together,71499,0,1,465,25,132,136,0,37,RUS,60k-80k,45-55,795,3
43,PhD,Single,31626,1,0,39,1,9,2,1,34,DEU,20k-40k,35-45,86,0
29,Master,Together,42670,0,0,154,2,46,20,4,15,ZAF,40k-60k,25-35,241,1
48,Graduation,Single,83917,0,0,514,22,732,42,198,79,RUS,80k-100k,45-55,1587,2
52,Master,Together,41021,1,0,14,7,9,6,16,12,ZAF,40k-60k,45-55,64,1
65,Graduation,Married,79456,0,0,565,42,548,64,83,99,RUS,60k-80k,55-65,1401,2
41,Master,Divorced,78789,0,0,667,50,850,21,83,83,RUS,60k-80k,35-45,1754,2
69,PhD,Married,50870,0,1,53,0,8,0,0,2,RUS,40k-60k,65+,63,1
38,Master,Married,35876,0,0,66,2,40,4,3,14,RUS,20k-40k,35-45,129,1
64,Graduation,Married,23539,0,0,4,24,11,16,1,25,CAN,20k-40k,55-65,81,0
54,Master,Single,32557,1,0,34,3,29,0,4,10,CAN,20k-40k,45-55,80,0
51,2n Cycle,Married,62466,0,1,129,129,259,168,121,83,RUS,60k-80k,45-55,889,3
51,2n Cycle,Married,62466,0,1,129,129,259,168,121,83,RUS,60k-80k,45-55,889,3
55,Graduation,Married,54198,1,1,185,0,28,3,2,17,RUS,40k-60k,45-55,235,3
43,PhD,Married,82170,0,0,1023,93,651,49,55,37,ZAF,80k-100k,35-45,1908,2
57,PhD,Single,61798,0,0,338,4,89,11,8,13,RUS,60k-80k,55-65,463,3
29,Basic,Single,15253,1,0,1,3,3,8,1,13,CAN,0-20k,25-35,29,0
33,Master,Married,78285,0,0,647,107,391,175,67,40,DEU,60k-80k,25-35,1427,2
66,Graduation,Single,62535,0,1,163,48,90,0,45,52,RUS,60k-80k,65+,398,3
48,Basic,Together,27190,1,0,1,6,7,0,1,3,RUS,20k-40k,45-55,18,0
53,2n Cycle,Married,48985,0,1,19,13,18,10,7,8,RUS,40k-60k,45-55,75,1
51,Graduation,Married,72940,0,0,182,74,298,162,149,116,ZAF,60k-80k,45-55,981,3
36,2n Cycle,Married,36145,1,0,56,4,76,17,1,18,USA,20k-40k,35-45,172,1
44,Graduation,Together,157146,0,0,1,0,1725,2,1,1,ZAF,100k-200k,35-45,1730,2
61,Master,Married,81843,0,0,779,86,537,34,69,138,RUS,80k-100k,55-65,1643,2
33,Graduation,Together,41883,1,0,32,34,41,73,16,116,CAN,40k-60k,25-35,312,1
57,PhD,Married,45759,1,1,42,1,18,3,0,4,IND,40k-60k,55-65,68,1
57,PhD,Married,45759,1,1,42,1,18,3,0,4,RUS,40k-60k,55-65,68,1
35,Graduation,Together,78394,0,0,298,27,697,216,24,166,RUS,60k-80k,25-35,1428,2
32,Graduation,Single,30279,1,0,10,4,14,4,4,1,RUS,20k-40k,25-35,37,0
32,Graduation,Single,30279,1,0,10,4,14,4,4,1,RUS,20k-40k,25-35,37,0
51,Graduation,Widow,31880,1,0,4,1,5,2,0,3,RUS,20k-40k,45-55,15,0
48,Graduation,Widow,60208,1,1,488,23,71,15,0,59,RUS,60k-80k,45-55,656,3
38,Graduation,Together,78687,0,0,817,185,687,145,55,241,RUS,60k-80k,35-45,2130,2
48,PhD,Married,37401,1,0,19,3,19,3,1,3,RUS,20k-40k,45-55,48,1
48,PhD,Married,37401,1,0,19,3,19,3,1,3,IND,20k-40k,45-55,48,1
67,Graduation,Together,75315,0,1,459,15,171,142,23,31,ZAF,60k-80k,65+,841,2
56,Graduation,Single,69263,0,1,492,5,32,13,5,21,CAN,60k-80k,55-65,568,3
75,Graduation,Married,78569,0,0,558,79,622,207,175,95,RUS,60k-80k,65+,1736,2
55,PhD,Married,57705,0,1,383,0,53,6,4,40,RUS,40k-60k,45-55,486,3
66,2n Cycle,Together,74805,0,1,209,162,209,41,162,37,RUS,60k-80k,65+,820,2
60,PhD,Together,66426,0,1,1043,24,97,32,24,157,RUS,60k-80k,55-65,1377,3
72,Master,Widow,51529,0,1,400,4,35,6,0,22,RUS,40k-60k,65+,467,1
75,Graduation,Married,18100,0,0,3,1,2,4,3,1,RUS,0-20k,65+,14,0
44,2n Cycle,Divorced,59601,0,1,691,7,69,0,7,23,USA,40k-60k,35-45,797,3
44,2n Cycle,Together,20981,0,0,2,12,10,6,13,30,CAN,20k-40k,35-45,73,0
45,Graduation,Married,74068,0,0,783,30,537,140,76,15,IND,60k-80k,35-45,1581,2
38,Graduation,Married,36790,0,0,3,3,14,15,21,10,RUS,20k-40k,35-45,66,1
50,Graduation,Married,18793,1,0,4,16,20,0,17,20,ZAF,0-20k,45-55,77,0
67,Graduation,Widow,27421,0,0,43,12,96,78,40,55,RUS,20k-40k,65+,324,0
49,Graduation,Married,30675,1,0,10,2,16,11,2,21,RUS,20k-40k,45-55,62,0
47,Graduation,Together,83145,0,0,777,35,731,39,137,114,RUS,80k-100k,45-55,1833,2
53,Master,Together,34053,0,1,63,0,21,7,0,12,RUS,20k-40k,45-55,103,1
38,Master,Single,31788,1,0,16,7,23,0,8,6,ZAF,20k-40k,35-45,60,0
47,2n Cycle,Married,45894,0,2,27,2,7,0,2,13,RUS,40k-60k,45-55,51,1
43,Graduation,Divorced,41986,0,1,27,5,8,8,3,12,RUS,40k-60k,35-45,63,1
59,PhD,Married,42769,0,1,71,0,13,3,1,0,CAN,40k-60k,55-65,88,1
39,2n Cycle,Together,58582,0,1,402,35,106,101,77,42,RUS,40k-60k,35-45,763,3
57,Graduation,Married,49096,1,1,144,1,32,2,1,7,CAN,40k-60k,55-65,187,1
41,PhD,Single,76412,0,0,840,53,804,23,71,17,CAN,60k-80k,35-45,1808,2
31,Graduation,Married,18929,0,0,32,0,8,23,4,18,RUS,0-20k,25-35,85,0
31,Graduation,Married,18929,0,0,32,0,8,23,4,18,RUS,0-20k,25-35,85,0
31,Graduation,Married,18929,0,0,32,0,8,23,4,18,IND,0-20k,25-35,85,0
35,Master,Single,21888,1,0,88,10,46,2,3,64,RUS,20k-40k,25-35,213,0
43,Graduation,Together,41580,1,1,56,5,24,4,0,3,RUS,40k-60k,35-45,92,1
42,PhD,Married,31605,1,0,74,0,42,2,1,6,RUS,20k-40k,35-45,125,0
47,PhD,Divorced,25509,1,0,40,3,30,10,7,11,RUS,20k-40k,45-55,101,0
47,PhD,Divorced,25509,1,0,40,3,30,10,7,11,RUS,20k-40k,45-55,101,0
62,Master,Widow,33051,0,0,100,71,243,108,94,219,RUS,20k-40k,55-65,835,0
55,PhD,Together,28764,1,1,8,0,3,0,0,1,RUS,20k-40k,45-55,12,0
38,2n Cycle,Married,32146,1,0,26,3,23,4,7,3,CAN,20k-40k,35-45,66,0
38,Graduation,Single,22148,0,0,15,5,14,0,4,11,RUS,20k-40k,35-45,49,0
42,Graduation,Married,36781,1,0,29,1,17,0,3,13,RUS,20k-40k,35-45,63,1
61,Master,Married,54197,0,1,162,6,37,6,13,13,RUS,40k-60k,55-65,237,3
51,Graduation,Single,93790,0,0,1302,68,731,89,114,45,CAN,80k-100k,45-55,2349,2
49,Graduation,Single,24762,1,0,6,10,12,3,15,40,ZAF,20k-40k,45-55,86,0
37,Master,Married,30477,1,0,47,1,6,0,0,12,IND,20k-40k,35-45,66,0
46,2n Cycle,Divorced,11448,0,0,0,0,0,6,2,6,RUS,0-20k,45-55,14,0
54,Graduation,Divorced,70844,1,1,129,26,67,3,67,2,DEU,60k-80k,45-55,294,3
41,Graduation,Single,30828,1,0,16,11,15,2,0,12,AUS,20k-40k,35-45,56,0
54,Master,Together,62513,0,1,520,42,98,0,42,14,USA,60k-80k,45-55,716,3
40,2n Cycle,Married,27733,1,0,0,7,5,26,2,17,DEU,20k-40k,35-45,57,0
48,PhD,Together,39435,1,0,71,0,18,0,0,13,RUS,20k-40k,45-55,102,1
51,Master,Single,75345,0,0,918,57,842,99,38,133,RUS,60k-80k,45-55,2087,2
35,2n Cycle,Together,20491,0,0,5,4,5,4,2,10,DEU,20k-40k,25-35,30,0
50,Graduation,Married,36715,1,0,172,10,125,21,13,16,RUS,20k-40k,45-55,357,1
62,Graduation,Together,71706,0,1,931,56,253,91,98,14,CAN,60k-80k,55-65,1443,3
55,PhD,Married,69063,0,1,666,35,124,69,8,26,RUS,60k-80k,45-55,928,3
33,Graduation,Married,24645,1,0,5,3,4,4,1,0,ZAF,20k-40k,25-35,17,0
46,Graduation,Married,35797,0,1,27,1,14,4,1,21,ZAF,20k-40k,45-55,68,1
52,Graduation,Married,44078,1,1,24,1,10,2,0,4,ZAF,40k-60k,45-55,41,1
50,Graduation,Single,26954,1,0,4,1,11,0,0,1,RUS,20k-40k,45-55,17,0
49,PhD,Together,21367,1,0,25,1,13,0,0,3,AUS,20k-40k,45-55,42,0
49,PhD,Together,38887,1,0,25,1,13,0,0,3,AUS,20k-40k,45-55,42,1
47,2n Cycle,Married,65463,1,0,391,32,70,21,32,16,RUS,60k-80k,45-55,562,3
62,PhD,Together,53537,1,1,81,0,6,0,0,6,IND,40k-60k,55-65,93,3
50,Master,Single,36230,1,0,14,2,30,8,2,3,RUS,20k-40k,45-55,59,1
71,Graduation,Married,80763,0,0,674,168,108,192,42,231,ZAF,80k-100k,65+,1415,2
50,PhD,Married,60585,1,1,267,42,309,55,42,21,CAN,60k-80k,45-55,736,3
47,Graduation,Single,49166,0,1,224,2,25,7,0,110,IND,40k-60k,45-55,368,1
66,PhD,Together,75261,0,0,1239,17,413,23,34,17,RUS,60k-80k,65+,1743,2
30,Graduation,Together,89891,0,0,412,22,132,59,28,183,AUS,80k-100k,25-35,836,2
59,Master,Married,72828,0,1,1205,0,235,19,14,205,RUS,60k-80k,55-65,1678,3
69,Graduation,Together,75278,0,0,304,98,230,150,74,74,ZAF,60k-80k,65+,930,2
43,Graduation,Single,38557,1,0,76,3,31,4,4,27,CAN,20k-40k,35-45,145,1
58,PhD,Married,81300,0,1,1004,12,145,32,12,36,RUS,80k-100k,55-65,1241,2
56,2n Cycle,Divorced,60161,0,1,584,44,212,46,8,177,CAN,60k-80k,55-65,1071,3
44,PhD,Married,69389,0,1,422,7,238,69,46,15,AUS,60k-80k,35-45,797,3
67,Graduation,Divorced,64497,0,1,1170,48,320,42,32,192,ZAF,60k-80k,65+,1804,3
41,Graduation,Married,61014,0,1,269,129,495,182,43,29,IND,60k-80k,35-45,1147,3
46,Master,Married,44319,1,1,26,0,8,0,0,3,ZAF,40k-60k,45-55,37,1
64,2n Cycle,Married,53233,0,1,28,0,9,3,0,0,CAN,40k-60k,55-65,40,1
67,Graduation,Together,77972,0,0,613,22,319,33,102,12,ZAF,60k-80k,65+,1101,2
34,Graduation,Divorced,81361,0,0,163,23,424,27,65,76,DEU,80k-100k,25-35,778,2
34,Graduation,Divorced,81361,0,0,163,23,424,27,65,76,ZAF,80k-100k,25-35,778,2
37,Basic,Single,25707,1,0,1,6,2,3,6,3,RUS,20k-40k,35-45,21,0
50,PhD,Married,42403,1,0,22,1,11,0,5,3,RUS,40k-60k,45-55,42,1
49,2n Cycle,Single,65704,0,0,279,172,74,38,8,246,DEU,60k-80k,45-55,817,3
41,Graduation,Married,37406,1,0,2,0,8,2,2,3,RUS,20k-40k,35-45,17,1
70,Master,Together,39767,0,0,113,61,204,34,26,47,RUS,20k-40k,65+,485,1
42,2n Cycle,Married,54210,0,1,70,54,109,80,9,45,RUS,40k-60k,35-45,367,3
54,Graduation,Divorced,57136,0,0,267,140,599,34,12,127,ZAF,40k-60k,45-55,1179,3
46,Graduation,Married,40794,0,1,261,23,73,4,23,50,RUS,40k-60k,45-55,434,1
56,Graduation,Together,83003,0,0,856,61,570,40,25,122,RUS,80k-100k,55-65,1674,2
61,Master,Married,89058,0,0,454,194,106,31,22,43,CAN,80k-100k,55-65,850,2
30,2n Cycle,Together,20193,0,0,8,8,22,24,11,9,RUS,20k-40k,25-35,82,0
47,Graduation,Married,72099,0,0,546,91,410,119,0,22,RUS,60k-80k,45-55,1188,3
50,Graduation,Married,43824,1,1,96,1,42,12,3,32,RUS,40k-60k,45-55,186,1
46,Graduation,Together,66653,1,1,452,18,102,16,18,6,AUS,60k-80k,45-55,612,3
43,Graduation,Married,44359,1,1,20,0,14,7,3,1,RUS,40k-60k,35-45,45,1
60,Graduation,Married,79410,0,0,658,80,483,123,13,13,RUS,60k-80k,55-65,1370,2
44,Master,Married,55842,0,1,451,0,39,0,4,24,RUS,40k-60k,35-45,518,3
55,Graduation,Widow,79946,0,0,395,183,565,166,141,28,ZAF,60k-80k,45-55,1478,2
42,2n Cycle,Single,88194,0,1,688,14,309,201,24,38,DEU,80k-100k,35-45,1274,2
77,Master,Married,80184,0,0,1035,134,670,25,38,0,RUS,80k-100k,65+,1902,2
54,Graduation,Divorced,76982,0,0,464,151,292,65,60,30,RUS,60k-80k,45-55,1062,2
41,PhD,Single,65295,0,0,365,32,117,34,110,6,USA,60k-80k,35-45,664,3
48,Graduation,Together,57100,0,0,181,21,69,39,3,96,ZAF,40k-60k,45-55,409,3
40,Graduation,Married,29009,1,0,6,6,15,10,5,2,USA,20k-40k,35-45,44,0
50,PhD,Married,78931,0,0,331,197,170,58,152,35,CAN,60k-80k,45-55,943,2
46,Master,Married,7500,1,0,3,1,10,3,2,12,AUS,0-20k,45-55,31,0
45,Graduation,Married,56939,0,1,256,34,103,90,29,49,RUS,40k-60k,35-45,561,3
31,Graduation,Single,64509,0,0,836,185,575,24,25,77,ZAF,60k-80k,25-35,1722,3
31,Graduation,Married,30093,0,0,2,6,28,13,4,16,RUS,20k-40k,25-35,69,0
47,PhD,Together,30351,1,0,14,0,24,3,3,2,USA,20k-40k,45-55,46,0
47,PhD,Together,30351,1,0,14,0,24,3,3,2,RUS,20k-40k,45-55,46,0
61,PhD,Together,38201,0,1,233,0,23,0,0,12,ZAF,20k-40k,55-65,268,1
35,Graduation,Single,52291,1,0,5,1,3,3,263,362,AUS,40k-60k,25-35,637,1
41,PhD,Married,43974,1,0,378,0,101,0,0,72,CAN,40k-60k,35-45,551,1
51,Graduation,Together,38200,1,1,12,0,4,0,0,1,RUS,20k-40k,45-55,17,1
61,2n Cycle,Divorced,87305,0,0,345,25,501,63,138,80,AUS,80k-100k,55-65,1152,2
60,Graduation,Married,16860,1,1,10,4,4,3,3,14,RUS,0-20k,55-65,38,0
49,PhD,Single,27213,1,0,19,3,26,10,9,3,RUS,20k-40k,45-55,70,0
45,Graduation,Married,7500,1,0,7,0,12,13,7,32,AUS,0-20k,35-45,71,0
56,Graduation,Divorced,4861,0,0,2,1,1,1,0,1,ZAF,0-20k,55-65,6,0
50,Master,Married,38196,1,1,30,0,11,0,0,3,RUS,20k-40k,45-55,44,1
71,PhD,Married,41145,1,1,9,0,3,0,0,1,CAN,40k-60k,65+,13,1
39,PhD,Single,38513,1,0,172,3,115,16,0,18,RUS,20k-40k,35-45,324,1
53,Graduation,Married,45688,0,1,279,0,18,0,0,9,RUS,40k-60k,45-55,306,1
63,PhD,Together,77863,0,0,881,38,319,16,25,12,RUS,60k-80k,55-65,1291,2
52,Master,Married,42169,1,1,19,0,9,0,0,2,RUS,40k-60k,45-55,30,1
57,Graduation,Single,45906,0,1,305,3,27,4,3,144,RUS,40k-60k,55-65,486,1
33,2n Cycle,Divorced,35388,1,0,6,4,7,4,3,8,ZAF,20k-40k,25-35,32,1
52,Graduation,Married,80952,0,0,778,178,689,41,27,44,DEU,80k-100k,45-55,1757,2
67,Graduation,Together,39898,0,1,69,8,26,12,7,12,CAN,20k-40k,65+,134,1
67,Graduation,Together,39898,0,1,69,8,26,12,7,12,RUS,20k-40k,65+,134,1
48,Master,Divorced,44051,1,1,79,7,58,6,3,18,ZAF,40k-60k,45-55,171,1
67,Graduation,Married,86718,0,0,344,189,482,50,33,172,IND,80k-100k,65+,1270,2
35,Master,Married,80141,0,0,1184,102,673,52,40,40,RUS,80k-100k,25-35,2091,2
45,Graduation,Married,58597,1,1,490,0,184,10,28,21,IND,40k-60k,35-45,733,3
76,PhD,Married,70356,0,0,1349,16,249,43,16,33,CAN,60k-80k,65+,1706,3
54,Graduation,Single,46904,1,1,153,4,56,0,9,31,RUS,40k-60k,45-55,253,1
75,Graduation,Together,37760,0,0,84,5,38,150,12,28,USA,20k-40k,65+,317,1
75,Graduation,Together,37760,0,0,84,5,38,150,12,28,ZAF,20k-40k,65+,317,1
57,Graduation,Single,61839,0,0,1000,155,379,224,17,120,RUS,60k-80k,55-65,1895,3
49,PhD,Married,29791,1,0,14,0,6,0,0,0,AUS,20k-40k,45-55,20,0
58,PhD,Single,48918,1,1,52,0,9,0,0,1,RUS,40k-60k,55-65,62,1
58,PhD,Single,48918,1,1,52,0,9,0,0,1,RUS,40k-60k,55-65,62,1
56,Graduation,Married,58692,0,1,301,11,61,4,7,11,CAN,40k-60k,55-65,395,3
45,Graduation,Married,39356,1,1,15,0,2,0,0,6,RUS,20k-40k,35-45,23,1
49,Master,Married,76234,0,1,519,50,167,130,0,41,CAN,60k-80k,45-55,907,2
37,Graduation,Married,55434,1,0,238,115,215,169,69,76,ZAF,40k-60k,35-45,882,3
75,Master,Married,66835,0,0,620,26,195,34,17,141,IND,60k-80k,65+,1033,3
75,Master,Married,66835,0,0,620,26,195,34,17,141,RUS,60k-80k,65+,1033,3
70,Graduation,Married,71965,0,1,572,19,286,50,38,248,CAN,60k-80k,65+,1213,3
50,Graduation,Together,74538,0,0,380,98,733,110,112,28,RUS,60k-80k,45-55,1461,2
67,Graduation,Divorced,50002,0,1,443,5,71,21,16,82,ZAF,40k-60k,65+,638,1
63,Graduation,Together,53977,0,1,620,16,165,0,24,82,CAN,40k-60k,55-65,907,3
63,Graduation,Together,53977,0,1,620,16,165,0,24,82,RUS,40k-60k,55-65,907,3
50,Graduation,Together,69930,0,0,252,98,827,219,70,196,IND,60k-80k,45-55,1662,3
54,PhD,Together,62981,0,0,796,14,590,38,44,0,CAN,60k-80k,45-55,1482,3
47,Master,Together,46014,1,1,410,0,59,19,9,44,ZAF,40k-60k,45-55,541,1
34,Graduation,Together,18227,1,0,1,2,7,4,3,11,RUS,0-20k,25-35,28,0
45,Graduation,Married,65991,0,1,507,19,364,25,47,9,RUS,60k-80k,35-45,971,3
49,Graduation,Single,38808,1,0,125,17,52,3,19,30,RUS,20k-40k,45-55,246,1
39,PhD,Married,160803,0,0,55,16,1622,17,3,4,USA,100k-200k,35-45,1717,2
43,Master,Married,43783,1,0,327,9,125,25,4,139,CAN,40k-60k,35-45,629,1
52,PhD,Married,30396,1,0,15,0,6,0,1,12,RUS,20k-40k,45-55,34,0
57,PhD,Married,65526,0,1,397,19,69,12,0,9,RUS,60k-80k,55-65,506,3
57,PhD,Married,65526,0,1,397,19,69,12,0,9,ZAF,60k-80k,55-65,506,3
77,Graduation,Married,55956,0,0,760,38,104,50,9,38,RUS,40k-60k,65+,999,3
43,Graduation,Divorced,55563,0,1,29,1,9,2,0,2,RUS,40k-60k,35-45,43,3
56,PhD,Married,57236,1,1,105,0,9,2,1,4,RUS,40k-60k,55-65,121,3
48,Graduation,Divorced,89694,1,1,1126,28,211,37,28,42,AUS,80k-100k,45-55,1472,2
50,Master,Together,57420,0,1,280,0,18,0,0,24,USA,40k-60k,45-55,322,3
49,Graduation,Married,33622,1,1,39,1,22,3,4,12,DEU,20k-40k,45-55,81,0
35,PhD,Single,29999,1,0,68,7,59,10,5,11,RUS,20k-40k,25-35,160,0
59,PhD,Together,31497,0,1,108,1,28,13,1,4,RUS,20k-40k,55-65,155,0
59,PhD,Together,31497,0,1,108,1,28,13,1,4,ZAF,20k-40k,55-65,155,0
41,PhD,Single,36802,1,0,16,1,2,0,0,1,RUS,20k-40k,35-45,20,1
53,Graduation,Divorced,61671,0,1,641,7,56,0,0,28,RUS,60k-80k,45-55,732,3
28,2n Cycle,Single,60182,0,1,8,0,5,7,0,2,ZAF,60k-80k,25-35,22,3
50,PhD,Together,29732,1,0,25,0,8,0,1,4,CAN,20k-40k,45-55,38,0
35,PhD,Married,45921,0,0,102,9,49,24,3,12,ZAF,40k-60k,25-35,199,1
37,Graduation,Together,16529,1,0,3,0,5,13,0,1,CAN,0-20k,35-45,22,0
61,Master,Single,98777,0,0,1000,19,711,125,115,38,RUS,80k-100k,55-65,2008,2
61,Master,Single,98777,0,0,1000,19,711,125,115,38,RUS,80k-100k,55-65,2008,2
69,Master,Married,77027,0,1,820,57,242,45,0,11,RUS,60k-80k,65+,1175,2
56,Graduation,Married,69139,0,1,86,12,75,33,15,6,RUS,60k-80k,55-65,227,3
56,Graduation,Married,69139,0,1,86,12,75,33,15,6,ZAF,60k-80k,55-65,227,3
39,Graduation,Married,65169,0,0,1074,0,69,0,0,46,RUS,60k-80k,35-45,1189,3
69,Graduation,Widow,40049,0,1,13,6,7,0,3,3,RUS,40k-60k,65+,32,1
76,Graduation,Married,69755,0,0,217,77,373,111,23,93,ZAF,60k-80k,65+,894,3
60,PhD,Married,52291,0,1,352,0,27,10,0,15,CAN,40k-60k,55-65,404,1
60,PhD,Married,54456,0,1,352,0,27,10,0,15,RUS,40k-60k,55-65,404,3
70,Graduation,Single,60689,0,1,240,90,216,63,6,24,USA,60k-80k,65+,639,3
43,Basic,Single,26487,1,0,2,8,10,12,14,23,CAN,20k-40k,35-45,69,0
51,Graduation,Married,28164,1,0,3,18,26,11,8,12,DEU,20k-40k,45-55,78,0
51,Graduation,Single,22585,0,0,3,9,15,13,2,39,RUS,20k-40k,45-55,81,0
50,Graduation,Married,64795,0,1,412,5,119,38,29,77,RUS,60k-80k,45-55,680,3
34,PhD,Single,42000,0,0,124,83,267,85,59,35,RUS,40k-60k,25-35,653,1
34,PhD,Single,42000,0,0,124,83,267,85,59,35,AUS,40k-60k,25-35,653,1
55,Graduation,Together,70713,0,1,736,114,279,82,76,190,RUS,60k-80k,45-55,1477,3
75,PhD,Single,82800,0,0,1006,22,115,59,68,45,USA,80k-100k,65+,1315,2
75,PhD,Single,82800,0,0,1006,22,115,59,68,45,ZAF,80k-100k,65+,1315,2
46,Basic,Married,30801,0,1,8,4,5,15,2,11,RUS,20k-40k,45-55,45,0
47,Master,Married,83891,0,1,217,38,350,111,85,15,RUS,80k-100k,45-55,816,2
71,Master,Divorced,38054,1,1,23,2,17,2,1,0,IND,20k-40k,65+,45,1
52,Graduation,Married,14045,1,0,11,0,5,2,1,1,RUS,0-20k,45-55,20,0
64,PhD,Married,44155,1,1,22,1,9,0,0,14,RUS,40k-60k,55-65,46,1
51,PhD,Single,57642,0,1,580,6,58,8,0,27,IND,40k-60k,45-55,679,3
44,Graduation,Married,31353,1,1,10,0,10,3,1,7,IND,20k-40k,35-45,31,0
44,Graduation,Married,31353,1,1,10,0,10,3,1,7,ZAF,20k-40k,35-45,31,0
53,Master,Divorced,41335,1,0,112,19,21,16,14,5,AUS,40k-60k,45-55,187,1
53,Master,Divorced,41335,1,0,112,19,21,16,14,5,USA,40k-60k,45-55,187,1
64,PhD,Single,40737,2,1,11,0,4,0,0,2,ZAF,40k-60k,55-65,17,1
46,2n Cycle,Together,19789,1,0,2,5,9,28,6,28,RUS,0-20k,45-55,78,0
72,PhD,Divorced,35946,1,1,8,0,3,0,0,0,AUS,20k-40k,65+,11,1
38,Master,Married,36262,0,0,88,39,54,64,28,153,RUS,20k-40k,35-45,426,1
67,Master,Widow,44551,0,1,182,4,33,0,0,66,ZAF,40k-60k,65+,285,1
62,Graduation,Together,71367,0,0,227,23,389,42,21,75,RUS,60k-80k,55-65,777,3
62,Graduation,Together,71367,0,0,227,23,389,42,21,75,RUS,60k-80k,55-65,777,3
62,Graduation,Together,57957,0,1,290,59,177,77,5,29,CAN,40k-60k,55-65,637,3
49,2n Cycle,Together,50334,0,1,284,16,160,84,16,134,ZAF,40k-60k,45-55,694,1
72,Master,Married,48150,0,1,173,2,39,3,2,47,DEU,40k-60k,65+,266,1
52,Graduation,Married,56796,0,1,656,38,161,62,47,37,RUS,40k-60k,45-55,1001,3
52,Graduation,Married,56796,0,1,656,38,161,62,47,37,AUS,40k-60k,45-55,1001,3
58,PhD,Widow,52278,0,1,953,0,71,0,0,174,ZAF,40k-60k,55-65,1198,1
58,PhD,Widow,52278,0,1,953,0,71,0,0,174,RUS,40k-60k,55-65,1198,1
25,2n Cycle,Married,7500,0,0,3,18,14,15,22,50,AUS,0-20k,25-35,122,0
69,Master,Married,33444,1,1,8,0,8,0,0,2,RUS,20k-40k,65+,18,0
48,Graduation,Married,20895,1,0,18,3,17,3,0,4,AUS,20k-40k,45-55,45,0
45,Master,Together,37509,1,0,37,5,56,12,8,5,DEU,20k-40k,35-45,123,1
43,Master,Married,88097,1,0,163,0,480,0,126,75,RUS,80k-100k,35-45,844,2
48,Graduation,Married,59041,1,1,69,2,15,2,2,6,ZAF,40k-60k,45-55,96,3
47,Graduation,Single,43322,0,0,56,7,48,10,2,18,IND,40k-60k,45-55,141,1
66,PhD,Together,46015,1,1,38,0,2,0,0,6,ZAF,40k-60k,65+,46,1
66,PhD,Together,46015,1,1,38,0,2,0,0,6,CAN,40k-60k,65+,46,1
62,Master,Married,34242,0,1,8,2,4,0,0,1,RUS,20k-40k,55-65,15,1
66,Graduation,Married,65210,0,1,626,0,70,0,7,28,CAN,60k-80k,65+,731,3
63,PhD,Widow,50520,0,1,112,0,6,2,1,14,RUS,40k-60k,55-65,135,1
51,Graduation,Married,90765,0,0,547,99,812,151,82,33,CAN,80k-100k,45-55,1724,2
77,Graduation,Married,80589,0,0,507,93,520,242,40,26,AUS,80k-100k,65+,1428,2
63,Master,Married,49572,1,1,35,1,16,0,1,1,CAN,40k-60k,55-65,54,1
43,Graduation,Together,75437,0,0,795,0,545,95,58,0,RUS,60k-80k,35-45,1493,2
50,Master,Divorced,44635,1,1,56,0,9,0,0,3,RUS,40k-60k,45-55,68,1
57,Graduation,Married,58512,0,1,895,10,101,13,0,152,DEU,40k-60k,55-65,1171,3
69,PhD,Single,62000,0,1,899,0,101,0,0,20,RUS,60k-80k,65+,1020,3
65,Graduation,Single,54252,1,1,178,4,26,8,4,44,AUS,40k-60k,55-65,264,3
47,PhD,Together,45068,0,1,14,0,3,0,0,3,RUS,40k-60k,45-55,20,1
42,Graduation,Single,60474,0,1,265,199,303,234,9,170,IND,60k-80k,35-45,1180,3
42,Graduation,Single,60474,0,1,265,199,303,234,9,170,CAN,60k-80k,35-45,1180,3
40,2n Cycle,Married,56337,1,1,349,16,144,28,5,182,RUS,40k-60k,35-45,724,3
34,Graduation,Together,22434,1,0,4,12,11,3,13,15,RUS,20k-40k,25-35,58,0
39,Graduation,Together,61416,0,0,848,154,323,201,61,78,USA,60k-80k,35-45,1665,3
46,Master,Married,92163,0,0,817,183,797,106,163,20,RUS,80k-100k,45-55,2086,2
65,Master,Together,58656,0,1,962,12,194,16,24,12,RUS,40k-60k,55-65,1220,3
48,2n Cycle,Married,52291,1,0,25,3,43,17,4,17,DEU,40k-60k,45-55,109,1
35,Basic,Single,8940,1,0,1,45,3,4,6,42,RUS,0-20k,25-35,101,0
47,Graduation,Married,26751,2,0,1,1,5,0,3,1,RUS,20k-40k,45-55,11,0
